0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,label
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,8,12,6,0,0,10,20,0,0,0,0,0,13,25,0,4,12,8,14,2,6,2,19,15,16,16,6,4,4,16,16,18,31,21,28,4,8,0,4,14,10,4,12,18,4,8,8,2,0,4,14,2,26,32,10,6,10,12,4,8,8,10,6,8,8,2,2,12,16,10,0,6,54,38,28,22,18,2,8,22,6,12,22,8,14,4,10,2,4,10,10,4,41,41,2,34,12,24,6,12,2,12,0,8,12,10,6,20,8,20,0,4,18,34,16,10,6,6,0,6,10,10,19,21,12,8,4,4,12,18,6,8,7,31,4,8,0,12,2,0,4,4,8,12,10,20,2,2,8,12,14,8,8,2,0,2,2,0,12,4,8,0,4,2,16,0,4,6,4,20,8,12,6,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,12,0,4,0,0,0,0,0,0,0,3,15,0,0,0,0,4,4,8,0,15,1,0,0,0,0,0,0,0,0,15,11,0,0,4,0,0,0,4,8,0,12,4,0,0,0,0,0,0,0,5,5,8,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,22,36,0,0,0,0,12,0,0,16,0,0,0,0,12,0,0,0,0,0,21,21,24,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,4,0,6,0,0,0,12,12,0,2,0,0,0,3,9,2,2,2,0,6,8,2,2,8,4,2,2,12,8,6,6,0,2,18,16,0,2,8,6,6,12,2,4,2,6,0,0,6,0,4,8,2,4,14,12,0,0,0,10,12,12,2,0,11,7,2,0,6,0,6,4,0,2,5,7,0,0,2,4,8,14,4,2,2,4,2,2,2,2,0,18,0,0,2,2,0,0,6,6,4,16,2,6,6,4,4,6,4,0,2,18,6,0,0,0,0,0,0,0,0,10,2,2,9,9,0,0,0,2,8,14,4,0,0,0,0,2,2,4,0,4,2,0,1,1,2,4,4,10,0,8,2,0,6,0,0,0,0,2,0,4,0,0,1,1,4,4,4,0,2,10,0,2,1,1
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,8,0,0,0,8,0,0,0,0,12,0,9,17,0,0,0,0,0,0,0,0,8,8,0,0,0,16,12,8,0,0,44,36,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,20,0,40,32,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,8,0,0,35,35,0,12,0,0,8,0,0,0,8,0,0,0,0,0,8,0,8,0,24,24,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,8,20,20,0,0,8,0,0,0,0,0,6,14,0,0,0,0,8,0,0,0,16,16,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,12,20,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,1
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,2,0,0,6,0,0,0,4,0,4,0,0,0,4,0,0,4,16,0,4,0,0,6,4,0,4,0,16,4,4,12,4,0,12,8,4,8,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,8,0,0,18,0,0,2,0,4,0,0,4,0,0,6,4,18,0,4,4,8,26,2,0,6,6,4,8,8,2,6,18,6,4,0,8,8,8,0,6,6,0,12,0,28,8,12,0,0,0,18,24,0,6,6,1,35,14,12,72,6,10,0,2,18,16,12,0,2,4,36,0,2,4,0,0,14,12,10,0,0,0,0,0,0,8,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0,0,0,12,2,4,12,0,0,9,9,0,2,16,6,0,4,0,4,4,4,4,4,12,4,0,8,0,2,12,4,0,4,4,0,4,12,4,0,7,7,0,0,6,12,4,0,2,0,5,9,4,0,0,2,0,0,16,0,0,0,2,12,4,0,0,8,0,4,4,10,4,2,0,8,0,8,6,0,2,2,0,0,4,0,6,8,0,4,9,21,8,14,0,0,0,6,4,4,2,0,0,2,4,0,6,8,0,0,8,22,8,0,4,0,0,0,0,0,0,0,0,20,0,4,0,32,0,0,0,16,0,0,12,0,0,24,8,0,5,11,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,8,0,4,0,0,4,4,0,0,0,0,0,2,25,1
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,0,0,0,0,0,0,8,0,12,0,0,0,0,0,4,6,0,0,0,4,6,14,4,2,0,2,0,0,12,0,0,4,0,4,2,24,0,2,0,4,4,4,2,0,0,16,0,4,8,0,0,8,4,0,0,0,4,0,4,0,0,10,4,0,0,0,10,4,8,0,18,16,0,4,0,4,0,0,0,0,4,16,2,0,4,18,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,8,8,0,0,0,0,0,2,0,0,2,2,0,0,0,0,4,0,0,6,6,2,0,4,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,4,2,6,0,0,2,2,2,16,0,0,18,0,0,9,19,0,0,2,6,0,4,6,0,10,6,6,2,30,0,8,6,0,0,14,14,4,0,2,4,2,6,6,2,3,9,22,2,8,4,0,12,2,0,54,50,8,0,0,4,6,8,0,4,1,5,6,2,8,2,4,24,8,2,23,63,8,8,6,2,22,10,4,6,4,2,2,4,14,2,6,16,4,2,11,11,2,0,14,2,8,16,0,2,5,9,6,4,10,25,5,8,0,0,14,12,22,0,4,0,0,14,4,12,7,5,6,20,10,2,2,38,2,0,4,0,6,0,4,0,0,32,0,6,4,0,0,0,12,0,2,0,0,0,6,20,24,2,0,2,4,24,2,0,13,11,2,0,0,0,4,22,0,18,5,1
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,4,0,0,0,0,0,0,2,0,12,0,0,0,0,0,1,3,0,0,0,4,10,8,0,0,0,0,0,0,12,0,0,4,0,2,11,11,2,0,2,4,0,8,2,2,8,6,0,0,4,0,0,12,2,2,0,2,6,0,8,0,4,8,2,0,8,2,0,0,4,2,0,0,0,0,3,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,10,0,4,2,10,0,0,2,26,10,0,0,0,0,0,1,3,4,0,8,16,10,8,8,8,16,8,14,10,24,4,14,14,22,10,4,6,6,10,10,8,12,12,4,12,18,4,14,10,14,18,10,22,26,24,22,20,12,12,6,12,26,10,16,6,4,0,12,14,26,22,10,14,8,10,36,16,28,14,22,2,8,22,20,20,12,14,10,10,16,22,20,8,8,6,0,4,0,18,10,6,2,8,2,8,2,2,8,0,0,4,0,2,2,0,2,2,0,0,0,0,0,2,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,4,2,0,0,0,16,0,0,0,4,0,0,5,5,2,12,2,10,6,2,4,0,8,8,28,8,2,6,22,10,0,12,4,0,0,2,0,14,14,10,4,0,6,14,0,12,4,4,10,8,22,22,18,6,22,10,10,10,14,2,4,10,10,6,8,2,0,0,4,0,0,8,16,0,0,10,2,0,2,0,0,4,0,0,4,0,6,2,0,4,0,2,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,6,2,0,0,4,0,0,10,0,6,0,8,2,8,14,0,0,4,0,2,2,2,12,8,0,0,20,0,0,6,4,8,0,13,7,8,2,0,2,2,8,4,2,2,6,6,2,10,6,4,6,8,4,4,8,4,0,0,4,0,8,0,0,2,2,2,4,0,10,0,10,4,2,0,10,2,2,4,4,0,6,2,4,0,0,0,0,4,4,0,6,0,0,7,7,2,0,0,8,0,2,0,0,0,0,0,4,0,0,0,12,4,4,4,0,8,2,6,4,0,12,8,0,0,2,0,0,4,2,0,0,0,0,0,0,6,12,0,18,6,2,0,0,0,0,0,4,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,1
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,8,4,4,8,24,40,4,0,2,4,0,4,4,12,21,21,4,0,16,0,0,12,0,4,73,73,4,4,12,28,20,20,16,6,10,10,4,8,10,0,8,12,16,4,107,103,4,4,4,2,8,8,12,10,2,6,4,16,12,8,8,12,4,8,109,105,8,14,0,12,4,12,4,8,4,0,12,4,12,4,12,40,4,16,82,82,16,16,4,16,4,36,14,8,8,12,0,8,0,12,4,12,0,4,74,82,26,4,12,4,0,18,2,8,25,25,4,4,0,4,0,48,4,12,66,70,4,18,4,8,4,16,20,8,22,8,4,14,4,0,28,12,0,0,74,62,16,8,0,10,4,24,4,14,10,2,4,12,4,0,8,24,8,24,78,1
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,10,0,2,0,4,8,4,0,12,8,0,31,39,4,10,12,6,2,4,0,4,37,27,14,4,4,14,4,10,8,6,91,91,0,6,4,10,16,6,6,8,6,10,2,20,8,6,10,8,14,14,107,109,18,2,26,20,24,16,6,6,7,5,18,6,14,24,6,2,12,12,127,137,4,10,4,14,16,30,6,6,14,8,18,14,10,16,20,4,10,10,112,108,22,8,10,10,16,10,14,2,12,2,12,12,26,28,12,14,10,4,115,127,18,6,12,22,12,4,14,8,26,30,6,18,2,12,8,14,22,12,126,128,6,20,10,12,8,8,12,6,8,4,6,16,12,2,0,4,24,18,177,167,4,4,14,12,2,10,18,20,8,4,4,4,12,8,10,6,6,20,194,1
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,4,0,0,0,0,0,0,2,0,12,0,0,0,0,0,1,3,0,0,0,6,8,6,2,0,0,0,0,0,12,0,0,6,0,6,9,7,4,2,2,2,2,4,2,0,9,5,0,0,4,0,0,6,0,4,0,2,4,2,2,6,6,12,0,2,2,8,4,0,6,2,0,4,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,4,2,0,6,0,0,8,2,28,0,0,0,0,0,9,5,0,2,12,2,4,10,4,2,0,8,4,18,12,2,0,8,6,14,10,14,4,2,7,7,4,6,6,12,7,17,4,6,12,2,8,18,8,4,6,12,10,4,6,11,17,12,0,6,4,12,3,13,4,8,6,18,4,4,7,11,4,12,0,18,2,14,5,1,4,0,10,6,8,6,2,8,8,6,2,8,2,10,2,12,22,14,4,0,8,6,8,4,12,2,9,5,8,4,2,0,4,10,8,12,14,10,6,16,0,8,6,10,2,14,2,2,10,8,8,6,6,0,6,16,4,2,2,2,12,6,0,2,0,12,2,0,12,0,10,4,4,2,6,4,2,0,4,6,6,16,0,0,6,10,1,1,3,13,2,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,2,0,8,0,0,8,0,8,8,8,0,0,0,24,8,0,16,0,12,6,6,8,8,0,8,8,16,0,8,0,16,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,18,2,0,0,16,0,0,16,0,0,0,0,16,0,8,0,24,8,0,0,1,1,8,0,0,0,0,16,0,16,0,0,0,8,16,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,0,4,0,4,0,0,0,8,20,0,0,0,0,0,0,4,0,4,4,4,14,2,0,8,12,8,4,16,0,10,4,18,4,16,8,0,2,6,12,4,8,10,4,2,10,2,12,4,16,0,8,18,20,4,6,22,8,6,16,14,4,12,2,4,0,0,0,4,0,14,10,0,0,6,8,6,20,6,2,0,0,0,8,12,8,10,2,0,2,6,0,0,0,6,2,4,8,12,10,2,0,0,0,8,0,0,0,4,4,2,2,8,0,0,0,0,0,0,0,8,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,0,0,12,0,0,6,26,10,0,0,0,0,0,1,5,0,8,6,10,18,6,2,12,18,18,6,12,16,20,8,18,8,16,6,8,6,4,4,16,12,24,14,4,6,12,14,12,4,14,14,38,24,20,18,26,20,6,24,8,10,18,6,0,10,18,22,14,14,10,12,8,6,26,12,20,20,4,12,32,14,18,4,8,4,4,10,8,6,6,12,8,10,8,4,4,6,12,12,6,0,0,4,8,14,4,12,2,2,6,6,0,2,2,0,2,0,10,10,2,0,2,2,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,0,6,0,0,12,0,0,0,0,0,3,9,0,0,0,4,8,10,6,2,0,0,0,0,12,0,0,4,4,0,2,18,4,0,0,4,0,8,0,0,10,10,0,0,12,0,0,12,4,0,0,0,0,12,0,4,0,12,0,4,0,4,0,2,8,0,2,24,4,0,3,1,0,0,0,0,0,12,0,0,3,1,12,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,12,6,4,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,4,0,0,9,3,16,0,0,0,0,0,0,0,10,24,4,0,0,0,0,0,0,0,8,0,0,12,0,0,0,0,8,0,6,14,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,3,17,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,18,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,2,2,2,6,0,4,0,10,0,0,0,0,2,1,11,0,2,0,4,16,10,0,2,4,2,0,10,2,0,2,4,8,2,4,4,6,2,2,4,0,6,8,2,6,10,8,0,2,4,14,14,2,6,4,0,8,0,8,2,8,12,0,4,0,0,6,0,2,2,0,8,8,0,0,6,0,0,0,10,4,6,2,2,0,6,0,0,4,6,0,0,0,0,0,0,2,0,2,12,0,0,0,4,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,2,0,12,0,0,0,0,0,4,6,0,0,0,10,10,4,0,0,0,2,0,0,12,0,0,2,0,4,10,4,2,2,2,2,2,2,2,8,11,3,0,0,12,0,0,12,0,0,0,4,2,10,6,6,0,18,0,6,0,4,2,6,12,2,2,16,4,0,2,6,0,0,0,6,4,8,0,0,8,4,0,0,2,0,2,0,4,0,0,2,0,4,0,0,2,4,0,0,0,4,4,0,2,0,4,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,4,0,0,2,0,6,0,0,20,0,0,0,0,0,1,9,0,0,4,8,12,4,4,4,0,8,0,16,0,2,8,8,2,12,10,2,4,0,7,3,4,4,4,6,4,10,1,1,4,6,2,18,6,4,4,14,10,16,10,12,8,10,6,4,6,10,4,4,2,2,4,4,12,2,0,12,0,0,12,4,8,0,2,14,0,0,2,2,0,4,0,14,0,0,0,0,2,12,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,8,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,4,0,8,12,0,10,16,0,6,0,2,10,2,9,25,6,12,4,2,8,2,12,2,17,13,14,12,10,14,12,26,14,10,13,19,4,4,0,6,10,36,14,12,12,14,16,14,28,8,10,52,4,26,19,17,14,4,8,12,22,28,10,8,28,8,28,20,10,2,18,2,4,2,21,7,8,10,28,36,20,18,18,4,14,0,10,4,4,2,26,22,12,4,19,15,22,24,10,12,24,34,2,2,9,7,12,28,14,2,2,32,2,16,6,6,6,30,8,2,12,42,8,14,54,4,8,20,4,30,12,6,6,4,16,0,18,0,0,4,12,2,4,0,12,28,0,8,12,12,12,4,0,10,8,2,0,8,4,6,4,0,8,12,6,6,8,0,0,16,12,2,0,4,2,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,4,0,0,10,0,0,0,28,0,0,0,0,0,0,3,1,0,4,10,4,20,8,2,4,16,8,12,4,14,10,18,14,12,12,4,4,0,8,0,4,14,18,10,4,8,16,6,6,2,6,2,36,20,34,14,22,22,14,16,14,18,4,12,10,14,2,8,2,8,4,4,8,4,8,20,8,2,2,6,2,2,4,10,0,4,4,0,0,4,4,0,10,4,2,0,2,0,2,4,0,0,0,2,0,2,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,4,0,2,6,0,0,12,16,16,0,0,0,0,2,5,7,2,4,4,6,10,14,6,4,18,10,10,8,4,0,10,18,2,14,2,6,10,0,12,6,8,12,6,4,14,2,6,4,20,18,8,20,14,10,16,14,14,10,14,6,10,8,10,6,2,20,6,12,10,10,16,14,8,8,18,10,0,24,18,12,6,4,12,6,0,4,22,6,14,4,16,0,4,2,14,16,10,6,24,12,8,12,2,2,10,8,10,6,6,8,4,14,4,6,8,2,2,2,0,2,4,12,0,8,0,4,0,2,2,6,6,8,0,6,2,2,0,2,0,6,2,0,4,0,0,6,0,2,0,2,0,0,0,2,2,2,2,2,0,0,2,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,14,8,10,0,4,0,22,2,0,0,0,4,1,3,0,4,4,4,12,8,0,2,10,0,2,18,16,8,6,22,12,6,11,7,4,8,4,2,4,16,10,6,4,6,12,2,2,10,6,12,14,10,9,7,2,8,4,6,4,8,8,4,6,2,6,4,4,0,8,8,4,0,12,10,0,2,2,6,8,6,4,4,0,4,10,2,0,4,2,8,0,6,3,5,2,8,4,4,4,6,4,4,3,5,0,0,8,2,6,12,2,2,2,0,0,4,0,0,4,12,2,0,3,7,8,0,6,0,4,0,0,2,4,4,2,6,0,8,4,0,0,0,0,4,0,4,4,4,8,2,6,2,1,7,4,4,0,0,2,0,4,0,4,2,12,0,8,0,6,4,8,2,7,1
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,14,6,0,4,6,30,0,0,0,0,0,18,18,0,12,8,4,6,2,6,14,19,29,6,20,6,4,6,14,12,24,34,32,12,2,20,0,4,20,6,4,8,16,16,8,16,2,2,4,6,8,34,46,6,8,10,20,6,6,2,4,8,14,6,4,2,28,14,18,2,6,56,52,14,14,18,8,26,20,6,14,12,4,6,8,12,10,4,4,4,6,38,54,6,16,22,8,2,10,26,4,18,18,22,18,10,2,8,38,4,6,22,34,12,32,0,12,2,2,0,12,12,12,12,2,22,4,10,18,20,6,34,46,8,10,4,6,2,8,10,10,6,14,10,14,10,22,30,18,2,24,26,62,18,12,4,10,4,8,2,8,0,6,4,8,0,0,2,12,4,0,11,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,8,0,0,4,0,0,2,0,12,4,0,0,0,0,8,8,0,0,2,0,4,0,0,0,16,8,12,0,4,0,0,0,0,0,10,14,0,0,0,8,0,0,0,4,0,0,0,20,0,12,4,20,0,0,16,52,0,0,0,0,0,0,0,0,8,0,0,4,0,4,0,8,12,4,6,12,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,4,4,16,16,38,0,4,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,4,16,16,0,0,0,0,0,4,0,4,2,2,0,0,0,4,0,0,0,0,11,21,0,4,4,0,0,0,0,0,16,0,0,8,0,0,0,4,0,12,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,0,4,4,0,0,12,8,0,20,0,0,0,0,0,5,11,0,6,0,28,4,4,2,0,16,0,2,18,2,0,4,4,16,4,2,2,10,2,4,2,14,12,0,6,22,12,2,8,12,2,4,22,16,10,6,18,4,8,2,18,6,22,10,8,2,8,4,10,0,16,4,26,14,6,3,13,2,8,0,4,12,14,14,30,11,3,0,4,16,10,2,12,12,14,8,2,8,12,0,6,4,6,14,2,10,6,8,0,10,0,4,10,6,10,0,12,4,6,2,0,4,2,2,6,2,2,0,2,0,2,0,2,2,0,2,0,0,2,0,2,2,2,0,2,0,2,0,4,2,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,0,0,0,0,0,2,12,4,0,0,0,6,13,11,0,0,12,0,2,4,4,2,11,5,2,0,12,6,0,8,8,0,14,14,8,4,4,0,4,4,0,4,11,3,6,6,0,0,0,10,4,8,12,12,8,4,0,0,0,10,4,0,0,0,0,0,12,18,2,16,4,4,7,7,2,4,0,8,12,26,0,2,0,2,0,4,4,0,0,8,2,0,7,11,0,0,0,2,4,4,0,2,16,6,0,0,4,4,0,10,4,0,1,1,0,0,6,4,4,8,12,0,10,4,0,2,14,0,0,12,4,2,0,0,4,0,0,0,0,20,0,0,11,3,0,0,8,0,12,0,0,0,1,5,0,0,0,0,2,0,0,4,8,6,12,0,0,0,6,0,4,0,7,0
