num_nodes,num_edges,density,num_communities,min_community_size,max_community_size,avg_community_size,louvain_modularity,min_Betweenness,max_Betweenness,avg_Betweenness,min_EigenvectorCentrality,max_EigenvectorCentrality,avg_EigenvectorCentrality,min_LaplacianCentrality,max_LaplacianCentrality,avg_LaplacianCentrality,min_Sfigality,max_Sfigality,avg_Sfigality,min_DegreeCentrality,max_DegreeCentrality,avg_DegreeCentrality,min_HarmonicCloseness,max_HarmonicCloseness,avg_HarmonicCloseness,min_KatzCentrality,max_KatzCentrality,avg_KatzCentrality,min_KPathCentrality,max_KPathCentrality,avg_KPathCentrality,avg_core_decmposition,min_closeness_centrality,max_closeness_centrality,avg_closeness_centrality,ged_walk_centrality,label
22,24,0.1038961038961039,5,3,6,4.4,0.49739583333333337,0.0,144.0,62.36363636363637,0.045313212788408566,0.3628403368149669,0.1882001818884727,8.0,30.0,19.09090909090909,0.0,1.0,0.45454545454545453,1.0,3.0,2.1818181818181817,0.25752078609221457,0.43809523809523804,0.3551449872878445,0.09132377688261964,0.30480224837281633,0.1980507767851255,1.4873239436619718,10.039436619718309,5.4422535211267595,1.5909090909090908,0.18584070796460178,0.3387096774193548,0.2611683534113591,7.735433578491211,0
32,36,0.07258064516129033,4,6,10,8.0,0.6033950617283951,0.0,367.46666666666664,108.75,0.019351371291022938,0.43034750934744503,0.13598514377995863,8.0,42.0,20.8125,0.0,1.0,0.44791666666666663,1.0,4.0,2.25,0.2251291719033654,0.3940860215053763,0.30688691348973607,0.07786055856799559,0.2960245799174228,0.1620407795298609,2.8861330326944756,15.296505073280722,8.500563697857949,1.59375,0.1631578947368421,0.3163265306122449,0.22935728422034937,5.743989014528002,0
40,39,0.05,7,4,7,5.714285714285714,0.6982248520710059,0.0,1014.0,167.55,0.046203283565694205,0.35998209349828186,0.1313057570519332,10.0,40.0,19.05,0.0,1.0,0.7,1.0,4.0,1.95,0.2065934065934065,0.37307692307692303,0.2625686813186813,0.08364949608766235,0.2570702424313947,0.1395471047315749,1.927710843373494,17.497683039851715,7.5959221501390175,1.0,0.15057915057915058,0.3023255813953488,0.19574510845067197,4.913139523584001,1
28,28,0.07407407407407407,5,4,8,5.6,0.6039540816326531,0.0,432.0,91.21428571428571,0.021629924857373802,0.4990958287108333,0.15577934797046675,6.0,48.0,17.642857142857142,0.0,1.0,0.5892857142857143,1.0,4.0,2.0,0.21535861258083477,0.4472663139329806,0.3118795666414714,0.07962532797577992,0.36689137880851636,0.16940317352031037,2.98856416772554,16.36594663278272,8.09148665819568,1.2142857142857142,0.15976331360946747,0.34177215189873417,0.2368075528113122,5.773747199999999,1
22,22,0.09523809523809523,5,3,7,4.4,0.5599173553719008,0.0,242.0,64.54545454545455,0.025993532394530002,0.4296647475595874,0.1829005593783515,6.0,34.0,17.545454545454547,0.0,1.0,0.5984848484848485,1.0,4.0,2.0,0.23250188964474686,0.44999999999999996,0.3408747337318767,0.09356992113931752,0.3256353862245113,0.1955195700809276,1.6732394366197183,13.571830985915494,5.416901408450705,1.2727272727272727,0.17073170731707318,0.3684210526315789,0.2548145411568394,3.8432460800000006,1
6,5,0.3333333333333333,2,2,4,3.0,0.22000000000000008,0.0,18.0,4.333333333333333,0.15412834868426864,0.509033573740064,0.39073183205479883,6.0,30.0,13.666666666666666,0.0,1.0,0.75,1.0,4.0,1.6666666666666667,0.5,0.9,0.6333333333333333,0.23606384097835775,0.7076986968122326,0.37520515735613097,0.5714285714285714,7.428571428571429,2.714285714285715,1.0,0.41666666666666674,0.8333333333333335,0.5625,2.816,1
28,31,0.082010582010582,5,4,7,5.6,0.5572320499479708,0.0,210.66666666666666,85.85714285714286,0.04055692509209473,0.340365143461263,0.16275780384472957,8.0,30.0,19.785714285714285,0.0,1.0,0.39285714285714285,1.0,3.0,2.2142857142857144,0.24015285126396238,0.4098765432098765,0.32582934408331227,0.07584949273947075,0.2766278542697198,0.17314844745992414,2.98856416772554,14.373570520965691,8.493011435832274,1.5714285714285714,0.1836734693877551,0.3333333333333333,0.2475965258388799,9.140384674072266,0
28,27,0.07142857142857142,6,3,6,4.666666666666667,0.6358024691358024,0.0,410.0,115.57142857142857,0.016127669295352448,0.4563719358553587,0.14152275208261642,8.0,40.0,17.142857142857142,0.0,1.0,0.6428571428571429,1.0,4.0,1.9285714285714286,0.20762601595934924,0.40132275132275136,0.2871425165075959,0.09537472776515203,0.33991322748405917,0.1708732395042451,2.561626429479034,18.07369758576874,7.786531130876747,1.0,0.1377551020408163,0.2755102040816326,0.19796146473051382,4.771461324800001,1
11,11,0.2,3,3,4,3.6666666666666665,0.37603305785123964,0.0,46.0,16.181818181818183,0.11769833612831024,0.43981079969498443,0.27509435436997437,8.0,28.0,16.727272727272727,0.0,1.0,0.5454545454545454,1.0,3.0,2.0,0.3816666666666667,0.6166666666666666,0.49181818181818177,0.15205654597158974,0.42776650361691143,0.27954412747930385,2.005524861878453,9.298342541436464,5.270718232044199,1.4545454545454546,0.30303030303030304,0.5263157894736842,0.3975295283050641,5.722625732421875,0
94,97,0.022191718142301534,8,8,15,11.75,0.7970560102029972,0.0,5234.0,820.6170212765958,0.004251618684318037,0.29399105894901595,0.07528219080320864,6.0,42.0,18.78723404255319,0.0,1.0,0.5797872340425532,1.0,4.0,2.0638297872340425,0.10979759242816176,0.22488712004841022,0.15811115716273,0.041677600314897895,0.18011023592826125,0.093556186927998,2.574228884404728,22.626117036609973,11.034880368982417,1.3936170212765957,0.07198142414860681,0.155,0.10566380764496378,5.326580064255998,1
88,93,0.024294670846394983,9,5,17,9.777777777777779,0.7527459821944733,0.0,3808.0,893.1818181818181,0.005042693504405805,0.24328319898807554,0.08076695950602564,6.0,34.0,18.681818181818183,0.0,1.0,0.5037878787878788,1.0,4.0,2.1136363636363638,0.11031002337431153,0.19478809823637416,0.15492422474039788,0.04444681636169024,0.15503109165128476,0.09820333369474059,3.883140596469872,24.236153377967135,11.803104077906267,1.4090909090909092,0.06744186046511629,0.12357954545454546,0.09167528057979267,4.066234459750402,0
35,39,0.06554621848739496,5,4,11,7.0,0.5729783037475344,0.0,369.53333333333336,127.48571428571428,0.033916272845799456,0.2930947035830161,0.14840192186008735,6.0,40.0,20.4,0.0,1.0,0.4333333333333333,1.0,4.0,2.2285714285714286,0.20306107291401407,0.36694677871148446,0.2942513368983957,0.06647162482580299,0.25584189681974084,0.15598335759236673,2.770833333333333,15.895833333333334,8.658333333333331,1.5714285714285714,0.14977973568281938,0.2905982905982906,0.21733540626986175,4.788691148800001,0
35,39,0.06554621848739496,7,4,8,5.0,0.5752794214332676,0.0,387.2666666666667,125.65714285714286,0.038015754170655655,0.30794292964158465,0.14593275392040275,8.0,32.0,20.228571428571428,0.0,1.0,0.4095238095238095,1.0,4.0,2.2285714285714286,0.21600246159069686,0.3700980392156862,0.29339208410636985,0.07821047120277068,0.23064455952032456,0.15668798589630795,2.3333333333333335,15.895833333333334,8.54583333333333,1.5714285714285714,0.15813953488372093,0.2982456140350877,0.2198591036568582,4.193080254464003,0
30,32,0.0735632183908046,6,4,7,5.0,0.57080078125,0.0,358.4000000000001,102.53333333333333,0.05571516857086455,0.32786329459099167,0.15860205819590675,8.0,32.0,19.333333333333332,0.0,1.0,0.4888888888888889,1.0,4.0,2.1333333333333333,0.23880678708264913,0.39540229885057465,0.30691662105455203,0.09004734867474594,0.2529603359969466,0.16803731482488912,3.010752688172043,16.344086021505376,8.367980884109917,1.4666666666666666,0.17575757575757575,0.31868131868131866,0.22797820637334454,3.989406842879999,0
16,17,0.14166666666666666,4,4,4,4.0,0.45328719723183397,0.0,75.66666666666666,33.0,0.09045510908708079,0.3855733831631151,0.22902205966788572,8.0,28.0,18.25,0.0,1.0,0.5,1.0,3.0,2.125,0.31619047619047624,0.511111111111111,0.4176587301587302,0.11990674053670856,0.34672887297428956,0.23373760855474474,1.4600760456273765,10.038022813688213,5.315589353612167,1.625,0.24193548387096775,0.4166666666666667,0.3225690707528166,6.678142756223679,0
34,35,0.062388591800356503,5,6,8,6.8,0.6253061224489797,0.0,568.0,143.76470588235293,0.03716533397375275,0.33429045527428586,0.14330080344044904,8.0,30.0,18.11764705882353,0.0,1.0,0.5294117647058824,1.0,4.0,2.0588235294117645,0.20857929948839038,0.3580808080808079,0.27184115152029587,0.0845487948684285,0.2465246412022273,0.15807136175832653,2.6153846153846154,16.564102564102562,8.136752136752138,1.3529411764705883,0.14798206278026907,0.2727272727272727,0.19396649230854807,3.7998361804800003,0
33,35,0.06628787878787878,5,5,8,6.6,0.6191836734693879,0.0,578.0,126.0,0.01156209979747528,0.3712113456424015,0.13314656860638086,8.0,42.0,20.12121212121212,0.0,1.0,0.5454545454545454,1.0,4.0,2.121212121212121,0.2150940205627704,0.3964285714285715,0.2932256821461366,0.07966604683561668,0.28908682142717307,0.15754857897022184,2.318331503841932,18.546652030735455,8.254665203073545,1.4848484848484849,0.15023474178403756,0.2882882882882883,0.20856161282422306,5.424539648000002,1
67,70,0.031659882406151064,8,4,13,8.375,0.7185714285714285,0.0,2182.0,547.9104477611941,0.0029644573322925197,0.2601832739674731,0.09760353966519333,6.0,34.0,18.388059701492537,0.0,1.0,0.5049751243781095,1.0,4.0,2.08955223880597,0.11817051234643838,0.23254186890550513,0.18069681275550287,0.05081976676163185,0.18029896856066896,0.11253382913794986,2.3985680190930787,17.589498806682577,8.365155131264915,1.4179104477611941,0.07440811724915444,0.15102974828375287,0.11160328306574295,4.002884075519998,0
30,31,0.07126436781609195,5,4,8,6.0,0.5889698231009365,0.0,440.0,111.46666666666667,0.051596772294523266,0.3352256963415896,0.15713737100909614,8.0,30.0,17.866666666666667,0.0,1.0,0.4666666666666667,1.0,3.0,2.066666666666667,0.22186893566203908,0.3850574712643677,0.2947220978255461,0.08282330459249487,0.27279350153977905,0.16596383021847597,2.867383512544803,14.480286738351255,8.377538829151732,1.4,0.15846994535519127,0.29896907216494845,0.21407663712175673,7.875127108767629,0
14,14,0.15384615384615385,4,3,4,3.5,0.46173469387755106,0.0,88.0,25.0,0.11533990502982824,0.47908381656373034,0.24397655951961705,8.0,32.0,17.428571428571427,0.0,1.0,0.5952380952380952,1.0,4.0,2.0,0.35000000000000003,0.5769230769230769,0.4408424908424909,0.14119326389257045,0.4005547123148569,0.24664346056363304,1.4545454545454546,10.0,5.168831168831168,1.4285714285714286,0.2826086956521739,0.5,0.35359688992093613,3.7098956800000007,1
42,43,0.04994192799070848,7,4,10,6.0,0.6489994591671174,0.0,680.0,156.1904761904762,0.011512564965210054,0.38066660182523443,0.11692415337338481,8.0,50.0,19.761904761904763,0.0,1.0,0.626984126984127,1.0,4.0,2.0476190476190474,0.2021486643437862,0.390650406504065,0.2742588905480891,0.07142092472630941,0.2984930644781239,0.13547387923071683,2.2380106571936054,18.05328596802842,7.815275310834814,1.2142857142857142,0.15413533834586465,0.30597014925373134,0.2153563464810728,7.123610343833598,1
30,32,0.0735632183908046,5,5,9,6.0,0.59130859375,0.0,427.66666666666663,116.8,0.03539554313280723,0.3368320821108317,0.15965960478740315,8.0,30.0,18.333333333333332,0.0,1.0,0.5,1.0,3.0,2.1333333333333333,0.2093907050803602,0.3765188834154351,0.2912375810651673,0.08095847734430309,0.2678523721419856,0.1696370873545776,2.580645161290323,14.910394265232975,8.286738351254481,1.5333333333333334,0.1457286432160804,0.2871287128712871,0.2065625245972225,7.455359697341919,1
42,43,0.04994192799070848,6,6,8,7.0,0.6892915089237426,0.0,918.0,243.85714285714286,0.011788914035430233,0.4207070639331329,0.11677647210340761,8.0,40.0,18.761904761904763,0.0,1.0,0.6428571428571429,1.0,4.0,2.0476190476190474,0.17129235542076277,0.3151858304297328,0.2337492449554347,0.07381867452995372,0.26110715852401856,0.1413016874961816,2.3872113676731797,18.05328596802842,8.088809946714033,1.2142857142857142,0.1056701030927835,0.20500000000000002,0.14958923392483142,4.85491724288,1
16,16,0.13333333333333333,4,3,5,4.0,0.486328125,0.0,118.0,35.375,0.1097880477559142,0.42597686123951994,0.2264782431047325,8.0,32.0,17.375,0.0,1.0,0.5833333333333333,1.0,4.0,2.0,0.3196825396825397,0.5166666666666665,0.40343253968253967,0.13277034753082237,0.36875025878870904,0.2313168046765285,1.4600760456273765,12.045627376425855,5.509505703422054,1.375,0.23809523809523808,0.42857142857142855,0.30814567868586024,3.479152640000001,1
11,10,0.18181818181818182,3,3,4,3.6666666666666665,0.455,0.0,66.0,16.545454545454547,0.12102124923352607,0.5843076492189941,0.2564832358009164,8.0,32.0,15.454545454545455,0.0,1.0,0.6666666666666666,1.0,4.0,1.8181818181818181,0.3916666666666667,0.65,0.47575757575757577,0.17197634482235713,0.4962519317547068,0.27382151249424513,1.6408839779005524,11.85082872928177,4.87292817679558,1.0,0.3225806451612903,0.5882352941176471,0.3929210493158552,3.5284736000000008,1
35,39,0.06554621848739496,5,4,9,7.0,0.5973044049967127,0.0,434.9333333333333,127.02857142857142,0.04423668422851827,0.3194039161941919,0.14641175435760972,8.0,32.0,20.228571428571428,0.0,1.0,0.4095238095238095,1.0,4.0,2.2285714285714286,0.21867519735166785,0.37009803921568624,0.29278584160937104,0.07846580750136568,0.23038427082932103,0.15670902462141997,2.3333333333333335,17.791666666666664,8.679166666666665,1.5714285714285714,0.1588785046728972,0.2982456140350877,0.217940917576427,4.176219586560001,0
25,27,0.09,5,4,7,5.0,0.5438957475994513,0.0,210.0,70.32,0.06530145396272326,0.33719949204166777,0.17334618450247355,8.0,32.0,19.44,0.0,1.0,0.4533333333333333,1.0,4.0,2.16,0.2638392857142858,0.4333333333333333,0.3419087301587302,0.09616475804462843,0.2813423133996354,0.1844044429848863,1.1278195488721803,11.842105263157894,5.338345864661655,1.52,0.2033898305084746,0.34782608695652173,0.263514148814649,4.121821593600001,0
44,46,0.048625792811839326,7,3,9,6.285714285714286,0.6583175803402647,0.0,1028.6666666666665,212.0909090909091,0.03650841686075304,0.29288144802030774,0.12889186428662053,8.0,40.0,19.136363636363637,0.0,1.0,0.553030303030303,1.0,4.0,2.090909090909091,0.18660189939259703,0.32962347729789576,0.24572259136212624,0.06968933978579384,0.24632692675227402,0.13757663187622537,2.4027303754266214,17.119453924914676,8.46075085324232,1.3181818181818181,0.134375,0.2529411764705882,0.17424467562596624,4.853555240960002,0
32,32,0.06451612903225806,6,4,7,5.333333333333333,0.63720703125,0.0,556.0,111.0625,0.00852087443845143,0.38832142257400515,0.13897012382431423,6.0,44.0,18.3125,0.0,1.0,0.65625,1.0,4.0,2.0,0.19659614578969412,0.42526881720430104,0.29793274042265977,0.07003027549525255,0.32223703659788966,0.15603008748801458,1.8759864712514092,18.471251409244644,8.063134160090193,1.1875,0.14691943127962084,0.3333333333333333,0.226541739118984,5.788209152000001,1
39,41,0.0553306342780027,6,5,8,6.5,0.6469363474122546,0.0,753.6666666666666,183.33333333333334,0.008534225152595228,0.34684377106293934,0.12198986634855992,6.0,34.0,18.41025641025641,0.0,1.0,0.4914529914529914,1.0,4.0,2.1025641025641026,0.181492484124063,0.34132205513784447,0.25438785610850384,0.06733590697549742,0.2358253182764085,0.1476829009566597,1.9204545454545454,20.386363636363637,8.522727272727273,1.4615384615384615,0.12140575079872204,0.2550335570469799,0.178235030270572,4.061813268480002,1
65,64,0.03076923076923077,8,6,10,8.125,0.76171875,0.0,2772.0,497.53846153846155,0.05321800343775545,0.2165349627165763,0.11114524920010448,10.0,40.0,18.953846153846154,0.0,1.0,0.7076923076923077,1.0,4.0,1.9692307692307693,0.140294335974483,0.2540736607142857,0.18337605162089038,0.06778084648029378,0.20474627141300109,0.1113607771169343,2.386780905752754,18.13953488372093,7.657282741738065,1.0,0.0877914951989026,0.1787709497206704,0.1185739951295531,4.779998519296003,1
57,59,0.03696741854636591,9,3,10,6.333333333333333,0.7005170927894283,0.0,1375.0,287.12280701754383,0.012131181947666271,0.3243274454401437,0.10566087930715297,6.0,50.0,19.43859649122807,0.0,1.0,0.5643274853801169,1.0,4.0,2.0701754385964914,0.16219980416408997,0.3149376417233558,0.22614558582603686,0.05191228694973639,0.25435491997612547,0.11852202038728796,2.025974025974026,18.38961038961039,8.030075187969924,1.263157894736842,0.11715481171548116,0.24242424242424243,0.1685213461546466,6.645212135424002,1
27,28,0.07977207977207977,5,3,8,5.4,0.5854591836734694,0.0,378.0,92.51851851851852,0.02127253602660752,0.3960790250525988,0.16191320045381896,6.0,42.0,18.296296296296298,0.0,1.0,0.5679012345679012,1.0,4.0,2.074074074074074,0.2053751803751804,0.42500000000000004,0.31240015128904014,0.07773555221405731,0.33350622143035114,0.17614481986591,2.270696452036794,20.436268068331145,8.247043363994745,1.3333333333333333,0.15028901734104047,0.32098765432098764,0.22805413668349683,4.988639232000002,0
46,50,0.04830917874396135,7,5,9,6.571428571428571,0.6518,0.0,752.0666666666665,198.82608695652175,0.013204250720119345,0.3579854217352187,0.11599144057795527,8.0,42.0,20.565217391304348,0.0,1.0,0.5869565217391305,1.0,4.0,2.1739130434782608,0.18397065897065892,0.34550264550264537,0.25513823535562663,0.06906889399400006,0.2536620288893121,0.1345567401011669,1.812807881773399,17.977011494252874,8.45320197044335,1.434782608695652,0.13432835820895522,0.27607361963190186,0.19151623992485103,5.7733632,0
28,28,0.07407407407407407,6,3,7,4.666666666666667,0.6033163265306123,0.0,332.0,105.57142857142857,0.0535190166926457,0.355329556428033,0.16069169183593332,8.0,36.0,17.857142857142858,0.0,1.0,0.5833333333333333,1.0,4.0,2.0,0.23039789428678314,0.38271604938271586,0.2970939554272887,0.09466910000369604,0.2968303491703616,0.17296461950346378,2.561626429479034,16.36594663278272,8.071156289707751,1.2142857142857142,0.1569767441860465,0.2872340425531915,0.21204846139550523,4.0216064,0
36,41,0.06507936507936508,5,4,11,7.2,0.5809042236763832,0.0,449.0666666666667,137.55555555555554,0.038313569782791886,0.3197555765488678,0.14246320628531606,8.0,30.0,20.444444444444443,0.0,1.0,0.3888888888888889,1.0,3.0,2.2777777777777777,0.21255102040816315,0.3676190476190475,0.28551335348954393,0.07117226933232897,0.2394174708780269,0.15479297375865697,2.6341463414634143,13.317073170731708,8.64227642276423,1.6666666666666667,0.15695067264573992,0.29411764705882354,0.20998915180382063,9.335199335590005,1
27,28,0.07977207977207977,6,3,6,4.5,0.6103316326530612,0.0,384.0,103.11111111111111,0.034982755819994146,0.3869959548045281,0.16344480726203067,8.0,36.0,18.296296296296298,0.0,1.0,0.5555555555555556,1.0,4.0,2.074074074074074,0.22596292596292603,0.4032051282051283,0.30323503656837,0.09419708602612849,0.30802455673217444,0.17812082865133674,2.554533508541393,16.462549277266756,8.126149802890934,1.4814814814814814,0.14772727272727273,0.28888888888888886,0.2094520948568658,4.26277888,1
24,24,0.08695652173913043,5,3,7,4.8,0.599826388888889,0.0,284.0,89.91666666666667,0.05698509275051357,0.38795523678550986,0.17424601511970295,8.0,36.0,17.5,0.0,1.0,0.5833333333333334,1.0,4.0,2.0,0.23345881171968125,0.38964803312629387,0.3107912719325763,0.10410306859552274,0.3271340501958212,0.18840640848004064,1.309090909090909,13.090909090909092,5.353246753246753,1.2083333333333333,0.1564625850340136,0.2839506172839506,0.2108813885768641,3.9894579199999995,0
34,33,0.058823529411764705,5,6,8,6.8,0.6763085399449036,0.0,602.0,160.23529411764707,0.009084523369975088,0.4126092606102896,0.1268324072759252,8.0,40.0,17.647058823529413,0.0,1.0,0.6470588235294118,1.0,4.0,1.9411764705882353,0.1845354140808686,0.36630591630591636,0.26273234588742617,0.08348253116343446,0.30409801103795614,0.15388036992706022,2.324786324786325,18.307692307692307,7.6709401709401694,1.0,0.12087912087912088,0.24812030075187969,0.17871740824431612,4.94248128512,1
30,32,0.0735632183908046,5,5,8,6.0,0.59814453125,0.0,424.0,115.53333333333333,0.026133311810764486,0.32448509334141323,0.15905127833021512,6.0,30.0,18.333333333333332,0.0,1.0,0.45,1.0,3.0,2.1333333333333333,0.19827959396924913,0.3724137931034482,0.29446136239239684,0.06768711556710941,0.26446629287409673,0.16812573389833155,3.2974910394265233,14.336917562724015,8.501792114695341,1.5333333333333334,0.1380952380952381,0.28431372549019607,0.20800364601624335,7.675851941108704,1
36,37,0.05873015873015873,6,4,7,6.0,0.6647187728268809,0.0,494.33333333333337,148.33333333333334,0.04244880439098618,0.29174329015031986,0.1425294109108757,8.0,38.0,19.055555555555557,0.0,1.0,0.6203703703703705,1.0,4.0,2.0555555555555554,0.2091300762729334,0.35129251700680253,0.2718126846698275,0.0835738173459962,0.261318624363132,0.1520567541106314,1.902439024390244,16.829268292682926,7.865853658536586,1.2777777777777777,0.1483050847457627,0.2734375,0.19784297752762603,4.43564589056,0
25,27,0.09,6,3,5,4.166666666666667,0.5322359396433471,0.0,226.0,73.92,0.06804488612275018,0.330670582075904,0.17739205888074103,8.0,30.0,18.96,0.0,1.0,0.44,1.0,3.0,2.16,0.2576554232804233,0.4263888888888889,0.33639153439153446,0.08736973462255149,0.2875480139895704,0.1845005024468542,1.3157894736842104,9.210526315789473,5.511278195488721,1.56,0.192,0.34285714285714286,0.25333141107189383,8.044881461188197,0
52,54,0.04072398190045249,6,5,11,8.666666666666666,0.7127914951989025,0.0,1538.0,309.03846153846155,0.0024415236831478956,0.4470574451967196,0.09444515241147909,6.0,46.0,18.692307692307693,0.0,1.0,0.548076923076923,1.0,4.0,2.076923076923077,0.15330264218672515,0.3096115213762272,0.21785469149389824,0.05871311802281562,0.257794207245902,0.12654782625179756,2.305986696230599,18.44789356984479,8.254249815225423,1.4423076923076923,0.09751434034416825,0.20318725099601592,0.14644486932144163,5.740652339199998,1
31,33,0.07096774193548387,6,3,8,5.166666666666667,0.6037649219467401,0.0,324.0,112.7741935483871,0.036171950084663014,0.35543791603568947,0.15045469930016414,6.0,34.0,19.161290322580644,0.0,1.0,0.5645161290322581,1.0,4.0,2.129032258064516,0.21338624338624337,0.3883333333333333,0.29627240143369177,0.0749308016737715,0.25823750291728026,0.1658085327757639,2.877030162412993,16.25522041763341,8.361948955916475,1.4193548387096775,0.16042780748663102,0.30303030303030304,0.21860324946058363,4.1074765823999995,0
19,19,0.1111111111111111,4,4,6,4.75,0.5277008310249307,0.0,162.0,49.78947368421053,0.033508209599406015,0.40082492649794793,0.1966455875034765,6.0,30.0,16.526315789473685,0.0,1.0,0.5,1.0,3.0,2.0,0.2512786596119929,0.4787037037037035,0.36508864754478787,0.0917139353927152,0.3525597120120305,0.2089010813361554,1.103225806451613,9.561290322580646,5.535483870967742,1.3157894736842106,0.18556701030927836,0.3829787234042553,0.27698956424794857,6.8690032958984375,0
14,14,0.15384615384615385,4,3,4,3.5,0.4591836734693878,0.0,60.0,26.0,0.07649916043493193,0.3782903350738922,0.23984472131237802,6.0,28.0,16.571428571428573,0.0,1.0,0.5,1.0,3.0,2.0,0.31355311355311355,0.5346153846153846,0.4352694924123494,0.11203801727403964,0.37302069257751325,0.24501490419662528,1.4545454545454546,9.454545454545455,5.545454545454545,1.4285714285714286,0.24528301886792453,0.4193548387096774,0.34643883835990874,5.978455543518066,0
38,39,0.05547652916073969,5,5,11,7.6,0.6528599605522682,0.0,724.0,201.31578947368422,0.030058927174034508,0.28485074120106796,0.13969631561343812,8.0,32.0,18.0,0.0,1.0,0.5438596491228069,1.0,4.0,2.0526315789473686,0.18473365973365974,0.3170742170742169,0.2452383202383202,0.08416365449708677,0.22982439706002405,0.15016794051443264,2.798449612403101,15.465116279069768,8.205426356589145,1.368421052631579,0.11490683229813664,0.21764705882352942,0.16109928683602912,3.6514307276800007,1
25,26,0.08666666666666667,5,3,7,5.0,0.5821005917159763,0.0,310.0,87.84,0.05487099588840525,0.327060625743569,0.1802790840829499,8.0,30.0,17.92,0.0,1.0,0.48,1.0,3.0,2.08,0.23004449254449247,0.4028769841269842,0.3161139971139972,0.09153598884126804,0.2894244737284378,0.18469547184200258,1.3157894736842104,9.022556390977442,5.263157894736842,1.52,0.15789473684210525,0.3037974683544304,0.22200008918412625,7.093660354614258,0
19,18,0.10526315789473684,4,3,6,4.75,0.5725308641975309,0.0,186.0,47.68421052631579,0.05805775094273534,0.420465568127384,0.19969909233152267,6.0,38.0,17.36842105263158,0.0,1.0,0.7105263157894737,1.0,4.0,1.894736842105263,0.2682539682539682,0.5064814814814815,0.3703842940685046,0.10309970394542727,0.38768005207354206,0.20450012019583236,1.6548387096774195,12.870967741935484,5.012903225806451,1.0,0.20224719101123595,0.4,0.2840418617478613,4.4909230079999976,0
30,31,0.07126436781609195,6,4,7,5.0,0.5957336108220603,0.0,566.0,94.53333333333333,0.03949611527213435,0.45580370777102,0.15277632815781833,8.0,46.0,19.066666666666666,0.0,1.0,0.5888888888888889,1.0,4.0,2.066666666666667,0.23295019157088132,0.4580459770114943,0.313050538222952,0.08717977584183165,0.3451460394900569,0.16440976165529228,2.7240143369175627,18.781362007168457,8.062126642771805,1.4,0.17365269461077845,0.37662337662337664,0.24319403042196586,6.024038400000002,0
17,18,0.1323529411764706,4,4,5,4.25,0.46759259259259256,0.0,94.66666666666664,36.0,0.09426806466216743,0.40405908257234846,0.22106568175344504,8.0,30.0,18.352941176470587,0.0,1.0,0.47058823529411764,1.0,3.0,2.1176470588235294,0.31205357142857143,0.5104166666666666,0.4078606442577031,0.1153197177614306,0.35078052436023743,0.22504173124246962,1.8279569892473118,8.956989247311828,5.268817204301076,1.588235294117647,0.24242424242424243,0.42105263157894735,0.3174119938746779,7.231758117675781,0
28,31,0.082010582010582,5,4,7,5.6,0.5853277835587929,0.0,364.0,126.42857142857143,0.08035844416113122,0.27578049602078625,0.1767972302029155,8.0,28.0,19.142857142857142,0.0,1.0,0.4642857142857143,1.0,3.0,2.2142857142857144,0.22255840866951962,0.33506760728982954,0.29081797097670103,0.09176528276696375,0.25224458448651615,0.17896516908357438,2.4193138500635327,15.512071156289707,8.869123252858959,1.7142857142857142,0.13917525773195877,0.23275862068965517,0.1811177632862837,6.729672430083156,0
32,34,0.06854838709677419,7,4,6,4.571428571428571,0.5903979238754326,0.0,491.0,127.99999999999999,0.026630852330973714,0.32128412913257326,0.15204704264781316,6.0,30.0,18.0625,0.0,1.0,0.453125,1.0,3.0,2.125,0.19552320439417212,0.3655913978494623,0.2842692477773123,0.06614251218823884,0.25875011711906654,0.1620851546227835,3.319052987598647,14.286358511837655,8.658399098083427,1.5,0.13839285714285715,0.2818181818181818,0.20222211107898452,7.730730652809143,0
20,21,0.11052631578947368,4,4,6,5.0,0.510204081632653,0.0,129.33333333333331,48.9,0.04890674975011653,0.3817394916231599,0.1977628830139632,6.0,30.0,18.0,0.0,1.0,0.45,1.0,3.0,2.1,0.262468671679198,0.475438596491228,0.37359022556390975,0.08434519390903311,0.3315345886743987,0.2046514418500395,1.476923076923077,10.153846153846155,5.483076923076924,1.5,0.20430107526881722,0.3877551020408163,0.2898858953415212,7.808733344078064,0
39,38,0.05128205128205128,7,4,6,5.571428571428571,0.6949445983379501,0.0,792.0,180.05128205128204,0.019602540386610953,0.33038661546451303,0.1336207327120071,6.0,40.0,19.025641025641026,0.0,1.0,0.6794871794871795,1.0,4.0,1.9487179487179487,0.1777549205180784,0.349248120300752,0.2597186776336573,0.06515835331801718,0.26151024720154054,0.14099778528398424,2.3636363636363638,18.761363636363637,7.583333333333335,1.0,0.12297734627831713,0.25,0.18036988013068234,4.995547922432001,1
73,74,0.02815829528158295,9,4,11,8.11111111111111,0.7585829072315559,0.0,3104.0,649.7534246575342,0.0015071023510327094,0.4413334541962446,0.07375336189688353,6.0,48.0,18.465753424657535,0.0,1.0,0.6073059360730593,1.0,4.0,2.0273972602739727,0.12087472261738647,0.25086433628100285,0.1720283148197176,0.05079909111121237,0.234129938700764,0.10589070126253433,2.269850083287063,18.320932815102722,8.202109938922822,1.178082191780822,0.07164179104477614,0.14457831325301204,0.10444817756074778,6.239226879999999,1
